category,text
0,"['конц', 'март', 'компан', 'tesla', 'нача', 'принима', 'оплат', 'электрокар', 'биткоин', 'воспользова', 'криптовалют', 'покупк', 'электромобил', 'могл', 'жител', 'сша', 'глава', 'компан', 'илон', 'маск', 'обеща', 'конц', 'год', 'так', 'возможн', 'стать', 'доступн', 'друг', 'страна', 'такж', 'писа', 'tesla', 'использ', 'софт', 'прям', 'подключить', 'узл', 'система', 'биткоин', 'платёж', 'криптовалют', 'принима', 'напрям', 'конвертац', 'классическ', 'фиатн', 'валютуоднак', 'tesla', 'отказ', 'ид', 'использовать', 'биткоин', 'сообщ', 'илон', 'маск', 'сво', 'микроблог', 'сообщить', 'говор', 'при', 'биткоин', 'приостановл', 'связ', 'негативн', 'влиян', 'криптовалют', 'окружа', 'сред', 'майнинг', 'биткоин', 'транзакц', 'использ', 'энерг', 'получа', 'ископа', 'источник', 'включ', 'угол', 'котор', 'tesla', 'назва', 'главн', 'загрязнител', 'сред', 'источник', 'энерг', 'отмеча', 'verg', 'ежегодн', 'потребить', 'энерг', 'добыч', 'транзакц', 'биткоин', 'сопоставимый', 'энергопотреблен', 'нидерландовкриптовалют', 'эт', 'мног', 'хороший', 'иде', 'вер', 'больш', 'будущ', 'мочь', 'дор', 'обход', 'окружа', 'сред', 'заяв', 'компан', 'уточн', 'при', 'биткоин', 'возобновл', 'эт', 'криптовалют', 'перейти', 'возобновля', 'энерг', 'такж', 'tesla', 'рассматрива', 'возможн', 'приём', 'криптовалют', 'котор', 'потребля', 'мен', 'энерг', 'потребля', 'биткоинамитесл', 'bitcoin', 'пиcтwиттерcомыссwjмвжпнапомн', 'феврал', 'стать', 'известн', 'tesla', 'влож', 'млрд', 'доллар', 'криптовалют', 'куп', 'деньг', 'биткоин', 'tesla', 'пообеща', 'компан', 'ближайш', 'будущ', 'начать', 'принима', 'оплата', 'биткоин', 'так', 'призыв', 'илон', 'маск', 'ран', 'обрат', 'клиент', 'компан', 'сообщить', 'tesla', 'крупн', 'вложить', 'биткоин', 'такж', 'отраз', 'курс', 'криптовалют', 'биткоин', 'резк', 'подорожа', 'примерн', 'тыс', 'доллар', 'единица', 'тыс', 'доллар', 'стать', 'рекорд', 'истор', 'криптовалют', 'тот', 'пора', 'курс', 'биткоин', 'установ', 'нескольк', 'рекорд', 'пора', 'превыша', 'тыс', 'доллар', 'решить', 'компан', 'переста', 'принима', 'биткоин', 'привести', 'резк', 'паден', 'курс', 'криптовалют', 'тыс', 'тыс', 'долларовп', 'итог', 'год', 'tesla', 'вперв', 'истор', 'отчита', 'год', 'приб', 'выручк', 'tesla', 'год', 'состав', 'млрд', 'доллар', 'прибыть', 'млн', 'доллар', 'четверт', 'кварта', 'пришл', 'млрд', 'доллар', 'выручк', 'млн', 'доллар', 'приб', 'сто', 'отмет', 'четверт', 'квартал', 'компан', 'получ', 'млн', 'доллар', 'счёт', 'продажа', 'zev', 'кредит', 'друг', 'автопроизводител', 'реч', 'идти', 'средство', 'котор', 'компан', 'получа', 'конкурент', 'прода', 'машина', 'двс', 'так', 'сделк', 'позволя', 'автопроизводител', 'соответствова', 'требован', 'некотор', 'штат', 'сша', 'страна', 'ес', 'экологичн', 'машина', 'перв', 'квартал', 'год', 'компан', 'получ', 'рекордн', 'прибыть', 'размер', 'млн', 'доллар', 'прибыльн', 'компан', 'снов', 'обеспеч', 'счёт', 'продажа', 'электромобил', 'tesla', 'прода', 'биткоин', 'млн', 'доллар', 'получ', 'рекордн', 'млн', 'доллар', 'продажа', 'zev', 'кредитовв', 'свеж', 'сообщить', 'отмеча', 'компан', 'планир', 'продава', 'биткоин', 'сво', 'заначк']"
0,"['компан', 'ммс', 'рус', 'официальн', 'представител', 'бренд', 'mitsubishi', 'росс', 'объяв', 'отзыв', 'свыш', 'тыс', 'автомобил', 'mitsubishi', 'outland', 'потенциальн', 'пробл', 'стояночн', 'тормозомотзыв', 'подлежать', 'автомобил', 'mitsubishi', 'outland', 'изготовить', 'период', 'ма', 'сентябр', 'год', 'vin', 'код', 'согласн', 'приложить', 'причина', 'отзыв', 'транспортн', 'средство', 'некотор', 'случ', 'возможн', 'снизить', 'эффективн', 'работа', 'стояночн', 'тормоз', 'говор', 'сообщить', 'опубликова', 'сайт', 'росстандарта', 'рамк', 'отзывн', 'кампан', 'дилер', 'проинформир', 'владельц', 'автомобил', 'подпада', 'отз', 'необходимый', 'предостав', 'транспортн', 'средство', 'ближайш', 'дилерск', 'центр', 'провести', 'ремонтн', 'работа', 'владельц', 'такж', 'мочь', 'самостоятельн', 'свер', 'vin', 'код', 'сво', 'машин', 'списк', 'росстандарт', 'записа', 'дилер', 'кром', 'узна', 'налич', 'автомобил', 'отзывн', 'программа', 'помощ', 'специальн', 'сервис', 'сайт', 'ауторун', 'транспортн', 'средство', 'произвед', 'проверк', 'необходимый', 'зам', 'задн', 'тормозн', 'суппорт', 'работа', 'будут', 'осуществля', 'бесплатн', 'владельц', 'автомобилейнапомн', 'декабр', 'прошл', 'год', 'росс', 'отзыв', 'автомобил', 'mitsubishi', 'pajero', 'реализова', 'период', 'июн', 'год', 'август', 'год', 'причина', 'отзыв', 'внедорожник', 'стать', 'дефект', 'передн', 'подвеск']"
0,"['продажа', 'нов', 'легков', 'легк', 'коммерческ', 'автомобил', 'росс', 'апрел', 'год', 'состав', 'штука', 'показател', 'вырасти', 'сравнен', 'апрел', 'год', 'продажа', 'машина', 'рухнуть', 'ввести', 'связ', 'пандем', 'коронавирус', 'карантин', 'сообщ', 'ассоциац', 'европейск', 'бизнес', 'аеб', 'итог', 'перв', 'четыре', 'месяц', 'год', 'росс', 'прода', 'машина', 'начать', 'прошл', 'год', 'апрел', 'год', 'продажа', 'нов', 'автомобил', 'состав', 'штука', 'выш', 'черн', 'апрел', 'прошл', 'год', 'четвер', 'крупн', 'локальн', 'производител', 'демонстрир', 'особен', 'высокий', 'результат', 'сравнен', 'прошл', 'год', 'пострада', 'результат', 'локдаун', 'совокупн', 'обь', 'продажа', 'перв', 'четыр', 'месяц', 'год', 'состав', 'автомобил', 'ожида', 'выш', 'год', 'ниж', 'период', 'год', 'пок', 'достигнуть', 'год', 'продажа', 'подтвержда', 'наш', 'прогноз', 'рост', 'рынк', 'конц', 'год', 'сравнен', 'прошл', 'год', 'рынок', 'вернуть', 'кола', 'комитет', 'автопроизводител', 'смочь', 'скорректирова', 'сво', 'прогноз', 'июл', 'дальн', 'стабилизац', 'спрос', 'бизнес', 'прежн', 'необходимый', 'мера', 'государственный', 'поддержк', 'заяв', 'председател', 'комитет', 'автопроизводител', 'аеб', 'томас', 'штэрцелькомпан', 'автоваз', 'продажа', 'котор', 'апрел', 'состав', 'автомобил', 'lada', 'увелич', 'прежн', 'занима', 'сам', 'больш', 'дол', 'российск', 'рынк', 'дать', 'идти', 'компан', 'kia', 'машина', 'hyundai', 'машина', 'renault', 'машина', 'skoda', 'машина', 'volkswagen', 'машина', 'toyota', 'машина', 'газ', 'машина', 'nissan', 'машина', 'haval', 'машина', 'дан', 'аеб', 'включа', 'показател', 'продажа', 'bmw', 'merced', 'benz', 'связ', 'решить', 'эт', 'компан', 'измен', 'периодичн', 'публикац', 'дан', 'продажа', 'ежемесячн', 'ежеквартальнуюв', 'топ', 'сам', 'популярн', 'модел', 'российск', 'авторынк', 'итог', 'апрел', 'вошл', 'lada', 'granta', 'машина', 'lada', 'vesta', 'машина', 'kia', 'rio', 'машина', 'hyundai', 'creta', 'машина', 'lada', 'niva', 'машиннапомн', 'дать', 'аеб', 'продажа', 'нов', 'легков', 'легк', 'коммерческ', 'автомобил', 'росс', 'год', 'состав', 'штука', 'сократ', 'сравнен', 'год', 'аеб', 'отмеча', 'год', 'оказа', 'одн', 'сам', 'сложн', 'российск', 'авторынк', 'итог', 'динамик', 'продажа', 'прошл', 'год', 'росс', 'показ', 'лучш', 'результат', 'сред', 'крупн', 'автомобильн', 'рынк', 'мир', 'европ', 'вышл', 'четверт', 'место']"
0,"['продажа', 'легков', 'легк', 'коммерческ', 'автомобил', 'мир', 'апрел', 'год', 'состав', 'млн', 'штука', 'увелич', 'сравнен', 'апрел', 'год', 'мног', 'страна', 'мир', 'действова', 'ограничить', 'работа', 'автосалон', 'ввести', 'связ', 'пандем', 'коронавирус', 'так', 'дан', 'привести', 'консалтингов', 'компан', 'lmc', 'аутомотивеп', 'итог', 'четыре', 'месяц', 'год', 'продажа', 'автомобил', 'мир', 'состав', 'млн', 'машина', 'аналогичн', 'период', 'год', 'сообща', 'автостатлидер', 'мир', 'рынк', 'обь', 'продажа', 'машина', 'ост', 'кит', 'апрел', 'прода', 'млн', 'автомобил', 'дать', 'идти', 'сша', 'млн', 'машина', 'апрел', 'год', 'западн', 'европ', 'апрел', 'прода', 'млн', 'автомобил', 'год', 'назад', 'восточн', 'европ', 'тыс', 'машина', 'апрел', 'прошл', 'годанапомн', 'дать', 'аеб', 'росс', 'продажа', 'нов', 'легков', 'легк', 'коммерческ', 'автомобил', 'апрел', 'год', 'состав', 'штука', 'показател', 'вырасти', 'сравнен', 'апрел', 'год', 'продажа', 'машина', 'рухнуть', 'ввести', 'связ', 'пандем', 'коронавирус', 'карантин', 'итог', 'перв', 'четыре', 'месяц', 'год', 'росс', 'прода', 'машина', 'начать', 'прошл', 'годакомпан', 'автоваз', 'продажа', 'котор', 'апрел', 'состав', 'автомобил', 'lada', 'увелич', 'прежн', 'занима', 'сам', 'больш', 'дол', 'российск', 'рынк', 'дать', 'идти', 'компан', 'kia', 'машина', 'hyundai', 'машина', 'renault', 'машина', 'skoda', 'машина', 'volkswagen', 'машина', 'toyota', 'машина', 'газ', 'машина', 'nissan', 'машина', 'haval', 'машина', 'дан', 'аеб', 'включа', 'показател', 'продажа', 'bmw', 'merced', 'benz', 'связ', 'решить', 'эт', 'компан', 'измен', 'периодичн', 'публикац', 'дан', 'продажа', 'ежемесячн', 'ежеквартальн']"
0,"['минпромторг', 'рф', 'рассчитыва', 'затронувш', 'мног', 'производител', 'проблема', 'дефицит', 'электроник', 'автомобил', 'реш', 'конц', 'год', 'год', 'подключ', 'торгпредство', 'ускорить', 'поставка', 'комплект', 'отработа', 'экстрен', 'логистик', 'российск', 'автомобильн', 'промышлен', 'продолжа', 'работа', 'несмотр', 'мир', 'практик', 'начин', 'феврал', 'март', 'год', 'вид', 'нема', 'случа', 'крупн', 'завод', 'останавлива', 'недоукомплектован', 'машина', 'электрон', 'система', 'ожида', 'конц', 'год', 'ситуац', 'стабилизир', 'цитир', 'сообщить', 'пресс', 'служба', 'ведомство', 'тассв', 'ведомство', 'такж', 'счита', 'российск', 'рынк', 'дефицит', 'автомобил', 'пробл', 'комплект', 'повысить', 'спрос', 'некотор', 'модел', 'неправильн', 'заявля', 'имя', 'дефиц', 'автомобил', 'определить', 'модел', 'автомобил', 'повысить', 'спрос', 'прежд', 'высоколокализова', 'автомоб', 'производство', 'котор', 'зависнуть', 'импортн', 'комплект', 'отмет', 'минпромторгеблагодар', 'больш', 'работа', 'проводить', 'российск', 'поставщик', 'автоэлектроник', 'такж', 'непосредственный', 'участ', 'орган', 'исполнительн', 'власт', 'уда', 'оперативн', 'режим', 'наход', 'решить', 'услов', 'дефицит', 'электрон', 'компонент', 'минпромторг', 'постоя', 'режим', 'взаимодейств', 'автопроизводител', 'поставщик', 'успешн', 'отработа', 'нескольк', 'обратить', 'участник', 'рынк', 'добав', 'ведомственапомн', 'конц', 'апрел', 'сообща', 'российск', 'рынк', 'образова', 'дефиц', 'грузовик', 'легк', 'коммерческ', 'автомобил', 'lcv', 'автопроизводител', 'импортёр', 'отмеча', 'автомоб', 'законтрактова', 'нескольк', 'месяц', 'впереддефиц', 'чип', 'нача', 'прошл', 'год', 'связа', 'резк', 'возросш', 'услов', 'пандем', 'спрос', 'бытов', 'электроник', 'такж', 'рост', 'спрос', 'автомоб', 'проблема', 'усугуб', 'зимн', 'мороз', 'штат', 'техас', 'наход', 'некотор', 'предприят', 'производство', 'микросх', 'такж', 'пожар', 'завод', 'японск', 'компан', 'renesa', 'electron', 'дол', 'котор', 'приход', 'мир', 'рынк', 'микросх', 'приостановк', 'сократить', 'производство', 'некотор', 'модел', 'машина', 'нехватк', 'чип', 'разн', 'врем', 'объявля', 'volkswagen', 'hyundai', 'bmw', 'suzuki', 'toyota', 'honda', 'друг', 'компан']"
0,"['компан', 'mitsubishi', 'ожида', 'прекрат', 'выпуск', 'внедорожник', 'pajero', 'котор', 'остав', 'заметн', 'след', 'истор', 'японск', 'автобрендакак', 'сообща', 'motor', 'последн', 'парт', 'внедорожник', 'верс', 'final', 'edit', 'выпущ', 'завод', 'японск', 'префектура', 'гиф', 'рынк', 'австрал', 'семиместн', 'внедорожник', 'будут', 'прода', 'австралийск', 'рынк', 'комплектац', 'gls', 'glx', 'exceedmitsubishi', 'pajero', 'final', 'edit', 'незначительн', 'отлича', 'стандартн', 'верс', 'модел', 'частност', 'внедорожник', 'получ', 'дополнительн', 'защитн', 'дефлектор', 'капот', 'особ', 'коврик', 'салон', 'памятн', 'эмблем', 'кром', 'автомобил', 'максимальн', 'комплектац', 'exceed', 'будут', 'накладк', 'педал', 'полирова', 'алюмин', 'панорамн', 'крыша', 'писать', 'рбквсе', 'внедорожник', 'последн', 'парт', 'укомплектова', 'литр', 'шестицилиндров', 'турбодизел', 'мощност', 'лошадин', 'сила', 'двигател', 'работа', 'вмест', 'пятиступенчат', 'автоматическ', 'коробк', 'передача', 'постоя', 'полн', 'приводомнапомн', 'производство', 'pajero', 'японск', 'рынк', 'прекрат', 'год', 'тот', 'пора', 'внедорожник', 'продава', 'предел', 'япон', 'спрос', 'модел', 'снижа', 'год', 'год', 'mitsubishi', 'реш', 'окончательн', 'прекрат', 'выпуск', 'внедорожник', 'год', 'цел', 'оптимизац', 'бизнесамитсубиш', 'pajero', 'перв', 'поколен', 'дебютирова', 'токийск', 'автосалон', 'год', 'производство', 'внедорожник', 'нача', 'год', 'изначальн', 'компан', 'выпуск', 'модел', 'трехдверн', 'кузов', 'однак', 'год', 'представл', 'пятидверн', 'верс', 'перв', 'поколен', 'внедорожник', 'рамн', 'начин', 'трет', 'поколен', 'pajero', 'стать', 'внедорожник', 'несущ', 'кузов', 'интегрирова', 'рам', 'четверт', 'поколен', 'модел', 'вышл', 'рынок', 'год', 'тот', 'пора', 'внедорожник', 'переж', 'нескольк', 'рейсталинговвс', 'год', 'производство', 'модел', 'мир', 'прода', 'млн', 'экземпляр', 'mitsubishi', 'pajero', 'внедорожник', 'такж', 'знамен', 'спортивн', 'достижен', 'гонщик', 'pajero', 'побежда', 'ралл', 'дакар']"
0,"['сильн', 'гроза', 'стать', 'причина', 'необычн', 'дтп', 'штат', 'флорид', 'сообща', 'страница', 'спасательн', 'служба', 'округ', 'уолтон', 'фаcебоокинцидент', 'произойти', 'утр', 'ма', 'трасса', 'молн', 'удар', 'дорога', 'прям', 'еха', 'шосс', 'пикап', 'f', 'результат', 'дорожн', 'покрыть', 'отколоть', 'кусок', 'асфальт', 'размер', 'примерн', 'обеден', 'тарелк', 'котор', 'влететь', 'лобов', 'стекл', 'машина', 'вылететь', 'задн', 'стекл', 'суд', 'весь', 'своеобразн', 'снаряд', 'преврат', 'результат', 'мгновен', 'испарен', 'вода', 'врем', 'удар', 'молн', 'салон', 'автомобил', 'наход', 'водител', 'передн', 'пассажир', 'котор', 'доставл', 'больница', 'травма', 'похожий', 'счастливый', 'стечен', 'обстоятельство', 'кусок', 'асфальт', 'пролететь', 'ниминапомн', 'феврал', 'год', 'обледенить', 'дорог', 'стать', 'причина', 'массов', 'дтп', 'сша', 'трасс', 'север', 'восточн', 'частый', 'штат', 'техас', 'столкнуть', 'автомобил', 'авар', 'произошл', 'темн', 'врем', 'суток', 'ледян', 'дожд', 'котор', 'обруш', 'штат', 'массов', 'дтп', 'погибл', 'человек', 'человек', 'обрат', 'медицинск', 'помощ']"
0,"['конц', 'текущ', 'год', 'москв', 'появ', 'минимум', 'мощн', 'зарядн', 'станц', 'позволя', 'заряд', 'батар', 'электромобил', 'примерн', 'минута', 'сообща', 'telegram', 'канал', 'столичн', 'департамент', 'транспорт', 'продолжа', 'реализовыва', 'проект', 'энерг', 'москв', 'тестиру', 'нов', 'вид', 'зарядн', 'станц', 'электромобил', 'мощност', 'квт', 'нескольк', 'конц', 'год', 'город', 'появ', 'мен', 'так', 'станц', 'установ', 'место', 'пользова', 'им', 'удобн', 'продукт', 'магазин', 'каф', 'центр', 'возл', 'жить', 'дом', 'говор', 'сообщить', 'отмет', 'мощност', 'фирмен', 'зарядн', 'станц', 'компан', 'tesla', 'достига', 'квтв', 'дептранс', 'уточн', 'нов', 'зарядн', 'станц', 'будут', 'оборудова', 'разъём', 'европейск', 'американск', 'тип', 'забронирова', 'зарядк', 'электрокар', 'так', 'станц', 'приложить', 'московск', 'транспортнапомн', 'год', 'росс', 'прода', 'общ', 'сложност', 'нов', 'электромобил', 'год', 'рана', 'несмотр', 'двукратн', 'рост', 'продажа', 'электромоб', 'заня', 'примерн', 'российск', 'рынк', 'нов', 'машина', 'середин', 'ма', 'рабоч', 'группа', 'минэкономик', 'подготов', 'проект', 'программа', 'высокоавтоматизирова', 'электротранспорт', 'город', 'котор', 'предусматрива', 'год', 'развит', 'электротранспорт', 'потрач', 'млрд', 'рубл', 'включ', 'млрд', 'рубл', 'бюджет', 'внебюджетн', 'фонд', 'план', 'предусматрива', 'год', 'дол', 'электромобил', 'российск', 'авторынк', 'должн', 'состав', 'общ', 'продажа', 'машина', 'млн', 'штука', 'год', 'объём', 'авторынк', 'млн', 'штука', 'общ', 'парк', 'электромобил', 'год', 'долж', 'состав', 'млн', 'штукв', 'март', 'стать', 'известн', 'мчс', 'разработа', 'проект', 'нов', 'свод', 'право', 'сп', 'требован', 'пожарн', 'безопасн', 'автостоянк', 'сред', 'проч', 'документ', 'разреша', 'устанавлива', 'зарядн', 'станц', 'электромобил', 'подземн', 'парковк', 'действо', 'сп', 'год', 'эт', 'прям', 'запрещ', 'электромоб', 'польз', 'спрос', 'населить', 'эксплуатац', 'треб', 'обеспечить', 'вопрос', 'безопасн', 'сообщ', 'мчс', 'уточн', 'нов', 'сп', 'скорый', 'утвержд', 'сила', 'документ', 'вступ', 'годусейчас', 'инспектор', 'мчс', 'мочь', 'вынест', 'предписать', 'демонтаж', 'зарядн', 'станц', 'подземн', 'стоянк', 'владелец', 'выполн', 'требован', 'гроз', 'штраф', 'закон', 'альтернатива', 'зарядн', 'станц', 'явля', 'трехфазн', 'вольт', 'розетк', 'общ', 'назначить', 'котор', 'подключа', 'электромоб', 'так', 'розетк', 'установл', 'мног', 'паркинг', 'московск', 'торг', 'центр', 'бизнес', 'центр', 'жить', 'комплекс']"
0,"['спортивн', 'хэтчбек', 'toyota', 'corolla', 'оснастить', 'двигател', 'внутрен', 'сгоран', 'работа', 'сжидить', 'водород', 'провести', 'час', 'гонк', 'super', 'taikyu', 'стать', 'перв', 'истор', 'подобн', 'автомобил', 'котор', 'справа', 'так', 'испытан', 'писать', 'никкеиреч', 'идти', 'автомобил', 'представить', 'конц', 'апрел', 'отлич', 'большинств', 'современ', 'водородн', 'машина', 'котор', 'водородн', 'топливн', 'элемент', 'использ', 'качество', 'источник', 'энерг', 'электромотор', 'экспериментальн', 'хэтчбек', 'оснащ', 'литр', 'трехцилиндров', 'двс', 'модел', 'toyota', 'yari', 'gr', 'котор', 'доработа', 'сжидить', 'водород', 'счёт', 'использовать', 'так', 'топлив', 'машина', 'явля', 'экологическ', 'чист', 'незначительн', 'количество', 'co', 'выбрасыва', 'атмосфер', 'результат', 'сгоран', 'масл', 'двигател', 'водород', 'сгора', 'побочн', 'продуктоводнак', 'пок', 'водородн', 'автомобил', 'смочь', 'наравн', 'конкурирова', 'гонк', 'бензин', 'машина', 'час', 'хэтчбек', 'заправля', 'конкурент', 'потребова', 'примерн', 'пит', 'стоп', 'заправк', 'водород', 'четыре', 'специальн', 'бак', 'водородн', 'машина', 'занима', 'минута', 'эт', 'показател', 'автомобил', 'такж', 'проигра', 'конкурент', 'водородн', 'автомобил', 'проеха', 'круг', 'бывш', 'трасс', 'формул', 'фудз', 'спидв', 'выигра', 'гонк', 'nissan', 'gt', 'r', 'nismo', 'gt', 'проеха', 'свыш', 'круг', 'отмеча', 'asia', 'time', 'lap', 'complet', 'histori', 'made', 'hydrogen', 'power', 'orc', 'rookierac', 'corolla', 'h', 'concept', 'finish', 'first', 'race', 'outsid', 'problem', 'electr', 'system', 'night', 'car', 'ran', 'without', 'major', 'issu', 'supertaikyu', 'с耐', 'fujih', 'пиcтwиттерcомтирбcдcвнесмотр', 'эт', 'toyota', 'намер', 'продолж', 'работа', 'водородн', 'двс', 'устран', 'имеющ', 'недостатк', 'технолог', 'перспектива', 'компан', 'рассчитыва', 'вывест', 'так', 'двигател', 'рынок', 'преврат', 'экологическ', 'чист', 'водородн', 'машина', 'конкурент', 'электромобилейнапомн', 'водород', 'такж', 'рассматрива', 'качество', 'зам', 'природн', 'газ', 'быт', 'декабр', 'прошл', 'год', 'сообща', 'жить', 'дом', 'шотландск', 'округ', 'файф', 'перевести', 'природн', 'газ', 'водород', 'котор', 'использова', 'обогрев', 'приготовить', 'пищ', 'эт', 'перв', 'мир', 'эксперимент', 'так', 'род', 'рамк', 'проект', 'цел', 'котор', 'явля', 'изучить', 'возможн', 'отказ', 'природн', 'газ', 'дом', 'будут', 'установл', 'водородн', 'бойлер', 'кухон', 'плит', 'ожида', 'эксперимент', 'продл', 'четыре', 'год', 'участв', 'нем', 'дом', 'бесплатн', 'перевести', 'водород', 'конц', 'год', 'случа', 'успех', 'перв', 'фаза', 'эксперимент', 'мочь', 'присоедин', 'тыс', 'дом']"
0,"['компан', 'sberautotech', 'вход', 'экосист', 'сбер', 'показ', 'прототип', 'автономн', 'электромобил', 'место', 'водител', 'разработк', 'получ', 'назвать', 'флипв', 'основа', 'конструкц', 'флип', 'электрическ', 'платформа', 'собствен', 'разработк', 'движен', 'платформа', 'привод', 'электродвигател', 'источник', 'питан', 'явля', 'модул', 'смен', 'батар', 'но', 'ха', 'компан', 'компоновк', 'элемент', 'питан', 'котор', 'позволя', 'замена', 'модул', 'пят', 'минута', 'сравнимый', 'заправк', 'традицион', 'топлив', 'стандартн', 'автомобил', 'компоновк', 'флип', 'позволя', 'использова', 'качество', 'источник', 'энерг', 'электричество', 'друг', 'носител', 'альтернативн', 'топлив', 'числ', 'газ', 'водород', 'говор', 'сообщить', 'сберафлип', 'иметь', 'габарит', 'небольш', 'легков', 'автомобил', 'метр', 'длин', 'метр', 'ширин', 'вмеща', 'человек', 'счёт', 'увеличить', 'пространство', 'салон', 'отсутств', 'орган', 'управлен', 'ин', 'элемент', 'привычн', 'машина', 'двигател', 'внутрен', 'сгоран', 'платформа', 'лежа', 'основа', 'флип', 'обеспечива', 'гибкост', 'компоновк', 'размест', 'разн', 'надстройк', 'включ', 'груз', 'комбинированнуюсбер', 'предстать', 'такс', 'будущ', 'беспилотн', 'электромобил', 'собствен', 'разработк', 'флип', 'автомобил', 'реализова', 'концепц', 'нов', 'мобильностиполн', 'автономн', 'пят', 'макс', 'уровен', 'транспортн', 'средство', 'обеспечива', 'безопасн', 'комфортн', 'переместить', 'исключительн', 'пассажир', 'пиcтwиттерcомсвнлjтоcффлип', 'sberautotech', 'спроектирова', 'эксплуатац', 'сценар', 'нов', 'мобильн', 'полност', 'подключить', 'автономн', 'безопасн', 'такс', 'будущ', 'привычн', 'доступн', 'пользовательск', 'приложить', 'персонализац', 'безопасн', 'обеспечива', 'технолог', 'биометр', 'распознаван', 'лицо', 'пассажир', 'такж', 'комфортн', 'коммуникац', 'помощ', 'виртуальн', 'ассистент', 'салют', 'поездк', 'персонализирова', 'использу', 'навык', 'сервис', 'экосистема', 'партнёр', 'сбер', 'добав', 'компан', 'уточн', 'автопилот', 'флип', 'использ', 'движен', 'комплекс', 'лидар', 'радар', 'камера', 'соответств', 'пят', 'максимальн', 'уровн', 'автономностипок', 'sberautotech', 'провод', 'испытать', 'прототип', 'закрыть', 'территор', 'ожида', 'беспилотник', 'продемонстрир', 'участник', 'петербургск', 'международн', 'экономическ', 'форум', 'котор', 'пройти', 'июн']"
